Cognate_ID	Kagazli1	Kagazli2	Kagazli3	Kagazli4	Kagazli5	Kagazli6	Kagazli7	Karaushan1	Karaushan2	Karaushan3	Karaushan4	Kiakmuz1	Kiakmuz2	Kiakmuz3	Kibarskoon	Kikulanak1	Kikulanak2	Kikulanak3	Kikulanak4	Kikulanak5	Kiorday1	Kiorday2	Kiorday3	Kiorday4	Kitamga	Kkhalqabad1	Kkhalqabad2	Kkhalqabad3	Kkkokdarya1	Kkkokdarya2	Kkkokdarya3	Kkkokdarya4	Kkshege1	Kkshege2	Kkshege3	Kkshege4	Tagalyk	Tkamangaron1	Tkamangaron2	Tkamangaron3	Tkamangaron4	Tkaptarhona1	Tkaptarhona2	Tkaptarhona3	Tkaptarhona4	Tkaptarhona5	Tnavdi1	Tnavdi2	Tnavdi3	Tnimich1	Tnimich2	Tnimich3	Tnimich4	Tnovmetan1	Tnovmetan2	Tnushor1	Tnushor2	Tnushor3	Trishtan1	Trishtan2	Trishtan3	Tshink1	Tshink2	Tshink3	Turmetan1	Turmetan2	Turmetan3	Turmetan4	Tzarmanak1	Tzarmanak2	Uhitoy1	Uhitoy2	Uhitoy3	Unovmetan3	Usoymahalla1	Usoymahalla2	Usoymahalla3	Uurtoqqishloq1	Uurtoqqishloq2	Uurtoqqishloq3	Uurtoqqishloq4	Uzarmanak3	Uzarmanak4	Ydugova1	Ydugova2	Ysafedorak1	Ysafedorak2	Ysafedorak3
todig	q a z u	q a z u	q a z u	q a z u	q a z u	q a z u	q a z u	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z̥	q a z ʊː	q a z ʊː	q ɒ z ɪ ʃ	k a β l ɛ m	tʃ a v ɛ t	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	q a z ʊː	k ɔ f t a n	k o f t a n	k ɔ f t a n	k o f t a n	k o f t a n	k o f t a n	k o f t a n	m e k a n o m	k o f t a n	k o f t a n	k o f t a n	k a n d a n	k a n d a n	k a n d a n	k a n d a n	k ɔ f t a n	k ɔ f t a n	k a n d a n	k ɔ f t a n	k ɔ f t a n		k a n d a n	k o f t a n	k o f t a n	k o f t a n	k ɔ f t a n	k a n d a n	k ɔ f t a n	k ɔ f t a n	k ɔ f t a n	k ɔ f t a n	k ɔ f t a n	k a n d a n	k ɔ f t a n	q a z ʊː	q a z ʊː	q a z ʊː	k ɔ v l a ʃ	k a β l a ʃ	tʃ a β l a m ɔ q	k a β l a ʃ	k a v l a m ɔ q	k a β l a m ɔ q	k a β l a m ɔ q	k ɔ v l a m ɔ q	k ɔ v l a ʃ	k ɔ w l a m ɔ q	a k a n i m	k a n a k	k o β a k	k a n a k	
todrink	i ʃʲ u	i ʃ	i ʃ u	s u	ɪ s u	i ʃ u	i ʃ u	i ʃ ʊ	i ʃ e m	i ʃ ʊː	i ʃ ʊː	i tʃ	i tʃ	i tʃ	i tʃ yː	i tʃ yː	i tʃ yː	i tʃ	i tʃ yː	i tʃ yː	i tʃ i ʃ	i tʃ ɛ m	i tʃ	i tʃ	i tʃ	i ʃ ʊ	i ʃ ʊ	i ʃ ʊ	i ʃ j e ʊ	i ʃ j e ʊ	i ʃ j e ʊ	i ʃ j e ʊ	i ʃ ʊ	i ʃʲ ʊ	i ʃ ʊ	i ʃ ʊ	n u ʃ i d a n	n ø s t a n	k ø r d a n	n ø ʃ t a n	n ø s t a n	n u ʃ i d a n	n u ʃ i t	n u ʃ i t	n u ʃ i d a n	x u r d a n	n u ʃ i d a n	n u ʃ i d a n	n ʉ ʃ i d a n	n u ʃ i d a n	n u ʃ i d a n	n u ʃ i d a n	n u ʃ i d a n		x ʉ r d a n	n u ʃ i d a n	ɔ bː u r d a n	x u r d a n	n u ʃ i d a n	n u ʃ i d a n	n u ʃ i d a n	n ʊ ʃ i d a n	n u ʃ i d a n	n ʊ ʃ i d a n	n u ʃ i d a n	n u ʃ i d a n	n u ʃ i d a n	n u ʃ i d a n	n ʉ ʃ i d a n	n ʉ ʃ t a n	i tʃ ʊː	i tʃ ʊː	i ʃ ʊ	i tʃ i ʃ	i tʃ i ʃ	i tʃ m ɔ q	i tʃ i ʃ	i tʃ i ʃ	i tʃ m ɔ q	i tʃ i ʃ	i tʃ m ɔ q	i tʃ i ʃ	i tʃ m ɔ q	ʒ a β a k	ʒ a β	ʒ a β a k	ʒ a β a k	ʒ a β a k
toeat	ʒʲ ɪ w	ʒʲ ɪ w	t a m a x t a n u	ʒʲ e w	ʒ ɪ ʊ	ʒ ɪ ʊ	ʒ ɪ u	ʒ ɪ ʊ	ʒ i m	ʒ ɪ ʊ	ʒ ɪ ʊ	dʒʲ eː	dʒ ɛ	dʒ ɛ	dʒ ɛ	dʒʲ ɛ	t a m a q t a n ʊ	dʒʲ e	dʒʲ e	dʒʲ øː	t a m a q t a n ɪ ʃ	t a m a q t a n a m	t a m a q t a n	dʒ e	dʒ ɛ	ʒ ɪ ʊː	ʒ ɪ ʊː	ʒ ɪ ʊː	dʒ i ʊ	ʒʲ e ʊ	dʒ i ʊ	ʒ j i ʊ	ʒ ɪ ʊ	ʒ ɪ ʊː	ʒ ɪ ʊː	ʒ ɪ ʊː	x u r d a n	x ø r d a n	k ø r d a n	g u ʃ n a g i	x ø r d a n	x u r d a n	x u r d a n	m i x r a n	x ʊ r d a n	x u r d a n	x ʊ r d a n	x u r d a n	x ʊ r d a n	x u r d a n	x u r d a n	x u r d a n	x u r d a n	x ʉ r	x ʉ r d a n	x u r d a n	x u r d a n	x u r d a n	x u r d a n	x u r d a n	x ʊ r d a n	x ʊ r d a n	x ʉ r d a n	x ʊ r d a n	x u r d a n	x ʊ r d a n	x ʊ r d a n	x ʊ r d a n	x ʉ r d a n	x ʉ r d a n	dʒ ɪ ʊ	dʒ ɪ ʊ	ʒ ɪ ʊ	j e j i ʃ	j e j i ʃ	j e m ɔ q	j e j i ʃ	j e m ɔ q	j ɪ m ɔ q	j ɪ i ʃ	j ɪ m ɔ q	j e j i ʃ	j e m ɔ q	x w a r a k	x w a r	x w a r a k	x w a r a k	x w a r a k
tofall	q ʊ l a w	q ʊ l a w	q ʊ l a w	q ʊ l a w	q ʊ l a w	q o l a w	q ʊ l a w	ʒ ɨ ɣ l ʊː	ʒ ɨ ɣ ɨ l ʊː	q ʊ l a ʊ	q ʊ l a ʊ	dʒ ɨ g ɨ l uː	dʒ ɨ g ɨ l uː	dʒ ɨ g ɨ l uː	t ɨ s ʉː	dʒ ɨ g ɨ l uː	dʒ ɨ g ɨ l uː	dʒ ɨ g ɨ l	dʒ ɨ g ɨ l ʊː	dʒ ɨ g ɨ l ʊː	dʒ i g ɨ l ɪ ʃ	dʒ i g ɨ l a m	tʃ ø t	k u l a j t	dʒ ɨ g ɨ l uː	ʒ ɨ ɣ l ʊː	ʒ ɨ ɣ l ʊː	ʒ ɨ ɣ l ʊː	ʒ e ɣ ø l d ø	ʒ ɨ ɣ l ʊː	q ʊ l a ʊ	ʒ ɨ ɣ l ʊː	q ʊ l a ʊ	q ʊ l a ʊ	ʒ ɨ ɣ l ʊː	q ʊ l a ʊ	a f t o d a n	a f t i d a n	ɣ i l d a n		a f t i d a n	ɣ a l t o d a n	ɣ a l t o d a n		ɣ a l d ɔ t	ɣ a l t ɔ t	u f t o d a n	u f t o d a n	ɣ a l t i d a n	a f t o d a n	a f t o d a n	a f t o d a n	u f t o d a n	ɣ a l t i d a n	ɣ a l t i d a n	u f t o d a n	u f t o d a n	u f t o d a n	ɣ a l t i d a n	ɣ a l t i d a n	ɣ a l t i d a n	ɣ a l t i d a n	ɣ a l t i d a n	a f t i d a n	ɣ a l t i d a n	ɣ a l t i d a n	a f t i d a n	ɣ a l t i d a n	a f t i d a n	ɣ a l t i d a n		tʃ ʊː	q ʊ l a ʊ	j i q ɪ l i ʃ	j ɪ q i l m ɔ q	j i q i l m ɔ q	j i q ɨ l i ʃ	j ɪ q ɪ l ɪ ʃ	j ɪ q ɪ l m ɔ q	j ɪ q ɪ l m ɔ q	j ɪ q ɪ l m ɔ q	j i q i l i ʃ	j i q ə l m ɔ q	a t i r a ʃ i m	d i v ɪ a k	t i r a ʃ a k	t i r a ʃ a k	
tofear	q ɔ r q ʊ w	q ɔ r q a q	q o r χ u	q o r q u	q ɔ r q ʊ	q ɔ r q ʊ	q ɔ r q ʊ	q ɔ r q ʊ	q ɔ r q ʊ	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊ ʃ	q ɔ r q ɔ m	q ɔ r q ɔ t	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r χ ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r q ʊ	q ɔ r χ ʊː	q ɔ r q ʊː	q ɔ r q ʊː	q ɔ r χ ʊː	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	m e t a r s a m	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	t a r s i d a n	q ɔ r χ ʊː	q ɔ r χ ʊː	q ɔ r q ʊː	q ʉ r q i ʃ	q ʉ r q m ɔ q	q u r q m ɔ q	q ɔ r q ɪ ʃ	q w ʉ r q i ʃ	q ʉ r q m ɔ q	q ʉ r q m ɔ q	q ʉ r q m ɔ q	q ʉ r q i ʃ	q ʉ r q m ɔ q	a tʃ u k a j r i m	tʃ i k e r a k	tʃ ʊ k a j r a k	tʃ u k a j r a k	
tofight	k ʉ r ɪ s u	k ʉ r ɪ s u	k ʉ r ɪ s u	a w s u	k ʉ r ɪ s u	ʉ r s u	t a ʃ l i k	k ʉ r ø s ʊː	k ʉ r ə s ʊː	k ʉ r ø s ʊː	k ʉ r ø ʃ ʊː	k y r ø ʃ yː	k y r ø ʃ yː	g y r ø ʃ yː	k ʉ r ø ʃ yː		g y r ø ʃ yː	g y r ø ʃ	k y r ø ʃ yː	g y r ø ʃ yː	g ʉ r ə ʃ	k y r ø ʃ ə m		k y r ø s ʊː	k y r ø ʃ	g ʊ r ø s ʊ	g ʊ r ø s ʊ	g ʊ r ø ʃ ʊ	k ʉ r ø s ʊː	k ʉ r ø s ʊː	k ʉ r ə s ʊː	g ʉ r e s ʊː	g ʊ r ə ʃ ʊ	k ʊ r ɨ s ʊ	k ʊ r ɨ s ʊ	k ʊ r ɪ s ʊ	g u ʃ t i n	k u r a ʃ	dʒ a ŋ		dʒ a ŋ	k u r a ʃ m ə ʃ		g u ʃ t i n	k u r a ʃ m ɨ ʃ	dʒ a ŋ	m u b o r i z a	m u b o r i z a		g u ʃ t i n	m u b o r i z a	m u b o r i z a	m u b o r i z a	dʒ a ŋ̊	g ʉ r a dʒ	m u b o r i z a	dʒ a ŋ	m u b o r i z a	dʒ a ŋ	dʒ a ŋ	m u b o r i z a	g ɔ ʃ t i n	z ʊ r i	m ʊ b ɔ r i z a	m ʊ b ɔ r i z a	m ʊ b ɔ r i z a	m ə b ɔ r i z a	z ʊ r i	g ə r a ʃ	k u r a ʃ	k ʊ r a s ʊː	g ʉ r e ʃ ʊ	k ʉ rʲ e s ʊ	k u r a ʃ	k ʊ r a ʃ m ɔ q	k ʉ r a ʃ m ɔ q	k ʉ r a ʃ ɪ ʃ	k u r a ʃ m ɔ q	k u r a ʃ m ɔ q	k u r a ʃ m ɔ q	k u r a ʃ ɪ ʃ	k u r a ʃ i ʃ	k u r a ʃ m ɔ q	g u ʃ t i n	d z a ŋ i	dʒ a ŋ i	d z a ŋ i	
tofly	ʉ ʃ u	u ʃ u	ʊ ʃ u	ʊ ʃ u	ʊ ʃ u	ʉ ʃ u	ʉ ʃ u	ʊ ʃ ʊː	ʊ ʃ ʊː	ʊ ʃ ʊː	ɪ ʃ ʊː	u tʃ uː	u tʃ uː	u tʃ uː	u tʃ uː	u tʃ uː	u tʃ uː	u tʃ	u tʃ uː	u tʃ uː	ʉ tʃ ɪ ʃ	ʉ tʃ a m	u tʃ a t	y tʃ ʊː	u tʃ uː	ʊ ʃ ʊː	ʊ ʃ ʊː	ʊ ʃ ʊː	ʊ ʃ ʊː	ʊ ʃ ʊː	ʊ ʃ ʊː	ʊ ʃ ʊː	ʊ ʃ ʊː	ʉ ʃ ʊː	ʉ ʃ ʊː	ʊ ʃ ʊː	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	m e p a r a m	p a r i d a n	p a r i d a n	p a r i d a n	p a r v ɔ z	p a r v ɔ z	p a r i d a n	p a r i d a n	p a r v ɔ z	p a r v ɔ z	p a r i d a n	p a r i d a n	p a r v ɔ z	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r i d a n	p a r v ɔ z	p a r i d a n	p a r i d a n	p a r i d a n	u tʃ ʊː	ʊ tʃ ʊː	ʉ ʃ ʊː	u tʃ i ʃ	y tʃ m ɔ q	ʉ tʃ m ɔ q	ʉ tʃ i ʃ	u tʃ ɪ ʃ	u tʃ m ɔ q	u tʃ m ɔ q	u tʃ ɪ ʃ	u tʃ i ʃ	u tʃ m ɔ q	a p a r i m	p a r a k	f u r a k	f u r a k	
tofreeze	t ɔ ŋ u	t o ŋ u	t o ŋ u	t o ŋ u	t o ŋ u	t o ŋ u	t o ŋ u	q a t ə r ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ u	y ʃ yː	y ʃ yː	ʉ ʃ ʉː	y ʃ yː	t ɔ ŋ uː	t ɔ ŋ uː	t ɔ ŋ uː	t ɔ ŋ uː	y ʃ ɪ ʃ	t ɔ ŋ ɨ j t	y s y t	t ɔ ŋ ʊː	y ʃ yː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	x u n u k	j a x	x u n u k	x u n u k	x u n u k	j a x	x u n u k	x a n ə k	x ə n ə k	x n ə k	x u n u k	x u n u k	x u n u k	x u n u k	j a x	x ə n ə k	x ə n ə k	x u n u k	x u n u k	x ə n ə k	x ʊ n ʊ k	x n ə k	x u n u k	x u n u k	x u n i k	x u n u k	x u n u k	x u n u k	x u n u k	x u n u k	x ə n ə k	x ə n ə k	x u n u k	x u n u k	t ɔ ŋ ʊː	t ɔ ŋ ʊː	t ɔ ŋ ʊː	s a u q	s ɔ β ʊ q	m u z l a m ɔ q	s ɔ β ʊ q	s ɔ q ɔ t ɪ ʃ	m ʊ z l a m ɔ q	m ʊ z l a m ɔ q	m ʊ z l a m ɔ q	m u z l a m ɔ q	s ɔ v u q	i x	x ʊ n ʊ k	x ʊ n ʊ k	x ʊ n ʊ k	
togive	bʲ ɪ r u	bʲ ɪ r u	bʲ e r u	bʲ e r u	bʲ ɪ r	bʲ e r u	bʲ e r u	bʲ e r ʊː	bʲ e r ʊː	bʲ e r ʊː	bʲ e r ʊː	bʲ e r yː	bʲ e r yː	bʲ e r yː	bʲ e r ʉː	bʲ e r yː	bʲ e r yː	bʲ e r	bʲ e r yː	bʲ e r yː	bʲ e r ɪ ʃ	bʲ e r ɛ m	bʲ e r ɛ t	bʲ e r ʊː	bʲ e r yː	bʲ e r ʊ	bʲ e r ʊ	bʲ e r ʊ	bʲ e r d ə	bʲ e r ʊ	bʲ e r ʊː	bʲ e r ʊː	bʲ e r ʊː	bʲ e r ʊː	bʲ e r ʊ	bʲ e r ʊ	d ɔ d a n	d ɔ d a n	d o d a n		d ɔ d a n	d o d a n	d o d a n	d o d a n	d o t	d o d a n	d o d a n	d o d a n	t e	d o d a n	d o d a n	d o d a n	d o d a n	d o d a n	d ɔ d a n	d o d a n	d o d a n	d o d a n	d o d a n	d ɔ d a n	d ɔ d a n	d ɔ d a n	d ɔ d a n	d ɔ d a n	d o d a n	d ɔ d a n	d ɔ d a n	d ɔ d a n	d o d a n	d o d a n	bʲ e r ʊː	bʲ e r ʊː	bʲ e r ʊː	b e r	bʲ e r m ɔ q	bʲ ɪ r m ɔ q	bʲ e r i ʃ	bʲ e r ɪ ʃ	bʲ e r m ɔ q	bʲ e r m ɔ q	bʲ e r m ɔ q	bʲ e r m ɔ q	bʲ ɪ r m ɔ q	a t f a r i m	t f a r a k	t f a r a k	t f a r a k	
tohear	j e s t u	j e s t	t æ n d a w	j e s t u	j e s t u	j e s ɪ t u	j e s t u	j e s t ʊː	j ɪ s t ʊː	j e s t ʊː	j e ʃ t ʊː	u ɣ uː	u ɣ uː	u ɣ uː	u ɣ uː	u ɣ uː	u ɣ uː	u ɣ uː	u ɣ uː	u ɣ uː	j e s t i ʃ	u ɣ a m	ɪ ʃ t ɛ t	u ɣ uː	u ɣ uː	j ɪ s t ʊ	j ɪ s t ʊ	t ɨ ŋ l a ʊ	k u l ʊː	j ɪ s t ʊ	j ɪ s t ʊː	j ɪ s t ʊː	j ɪ ʃ t ʊ	j iː s t ʊ	j ɪ s t ʊ	j ɪ s t ʊ	ʃ ø n i d a n	ʃ y n i d a n	f a h m i d a n	ʃ y n i d a n	ʃ u n i d a n	ʃ n a v i d a n	ʃ n a v i d a n	mʲ e ʃ n a r v a m	ʃ n a v i d a n	ʃ n a v i d a n	g u ʃ	ʃ ə n i d a n	ʃ ə n i d a n	g u ʃ	g u ʃ	ʃ ə n i d a n	ʃ n a v i d a n	f aˑ m i d a n	f a m i d a n	ʃ n a v i d a n	g u ʃ	ʃ ə n i d a n	ʃ y n i d a n	g u ʃ	ʃ n a w i d a n	g u ʃ	ʃ ə n i d a n	g u ʃ	g u ʃ	ʃ ə n i d a n	g u ʃ	ʃ ə n i d a n	g ʉ ʃ	f a m d a n	j ɪ ʃ t ʊ	j ɪ ʃ t ʊ	j ɪ s t ʊ		e ʃ i t m ɔ q	e ʃ ɪ t m ɔ q	i ʃ t i ʃ	e ʃ ɪ t i ʃ	j e ʃ i t m ɔ q	j e ʃ i t m ɔ q	j e ʃ i t ɪ ʃ	e ʃ ɪ t i ʃ	ɪ ʃ t m ɔ q	ɣ ʊ ʃ a	d u r u ʃ a k	d ʊ r ʊ ʃ a k	ɣ ʊ ʃ i	ɣ ʊ ʃ i
tohit	ʊ r u	u r u	ʊ r u	ʊ r u	u r u	u r u	u r u	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	u r uː	tʃ a β uː	t u r a t	ʃ o q		tʃ a β uː	u r	u r uː	tʃ a β uː	u r ɪ ʃ	u r a m	u r a t	ʊ r ʊː	s ɔ q	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	m e z a n a m	z a d a n	z a d a n	z a d a n		l a t	z a d a n	z a d a n	z a d a n	z a d a n	z a d̥	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	z a d a n	ʊ r ʊː	ʊ r ʊː	ʊ r ʊː	u r i ʃ	u r i ʃ	u r m ɔ q	u r i ʃ	u r m ɔ q	u r m ɔ q	u r m ɔ q	u r m ɔ q	u r m ɔ q	u r m ɔ q	a d e h i m ʃ	d i h a k	d ɪ h a k	d ɪ h a k	
tohold	ʉ s t a w	ʉ s t a w	ʊ s t a v t ə r u	ʊ s t a w	ʊ s t a	ʉ s t a w	ʉ s t a w	ʊ s l a ʊ	ʊ s t a ʊ	ʊ s t a ʊ	ʉ s t a ʊ	q a r m ɔː	q a r m ɔː	q a r m ɔː	q a r m ɔː	q a r m ɔː	q a r m ɔː	q a r m a	q a r m ɔː	q a r m ɔː	ʉ ʃ a u	q a r m a n	ʉ ʃ ɐ t	k a r m ɔː	q a r m a	ʉ s l a t ɨ r ʊ	ʉ s l a ʊ	ʊ s t a ʊ	u s t a ʊ	u s l a ʊ	ʉ s l a ʊ	ʉ s l a ʊ	ʊ s l a ʊ	ʊ s l a ʊ	ʊ s l a ʊ	ʉ s l a ʊ	d ɔ ʃ t a n	d ɔ ʃ t a n	d ɔ ʃʲ t a n	d ɔ ʃʲ t a n	d ɔ ʃ t a n	q a p i d a n	q a p i d a n	mʲ e q a p a m	q a p i t	q a p i d a n	q a p i d a n	q a p i d a n	q a p i d a n	q a p i d a n	q a p i d a n	q a p i d a n	q a p i d a n	d a s t	d a s t	q a p i d a n	q a p i d a n	q a p i d a n	q a b i d a n	q a p i d a n	q a p i d a n	d ɔ ʃ t a n	q a p i d a n	d ɔ ʃ t a n	d ɔ ʃ t a n	d ɔ ʃ t a n	d ɔ ʃ t a n	d ɔ ʃ t a n	d a s t	d a s t	ʊ ʃ l a ʊ	ʉ s l a ʊ	ʉ ʃ l a ʊ	u ʃ l a	t ʊ t m ɔ q	u ʃ l a m o q	ʉ ʃ l a ʃ	u ʃ l a ʃ	u ʃ l a m ɔ q	u ʃ l a m ɔ q	u ʃ l a m ɔ q	u ʃ l a m ɔ q	u ʃ l a m ɔ q	tʃ a k i	tʃ a k i	tʃ a k i	tʃ a k i	
tohunt	a ŋ	ʒ a ɣ u	a ŋ	a ŋ	a ŋ	a ŋ	a ŋ	a ŋ	a ŋ	a ŋ	a ŋ	a ŋ	u ɣ a tʃ ɨ ɣ uː	a ŋ	a ŋ		a ŋ tʃ ɪ l ɪ q	a ŋ	a ŋ	a ŋ tʃ ɪ l ɪ q	ʊ ɣ l ɨ ʃ	u g l i ʃ		ʊː l ɔː	a ŋ	a ŋ	a ŋ	a ŋ	a ŋ	a ŋ	a β l a ʃ	a ŋ	a ŋ	a ŋ	a ŋ	a ŋ	ʃ i k ɔ r	ɔ w	ɔ w	a ɔ	a ɔ	a ɔ	ɔ w		ɔ v	a ɔ	ʃ i k ɔ r	ʃ i k ɔ r	ʃ i k ɔ r	ʃ i k ɔ r	ʃ i k ɔ r	ʃ i k ɔ r	ʃ k ɔ r	a x o t a	a w tʃ i	ʃ i k ɔ r		ʃ k ɔ r	ɔ w	ɔ w	ʃ k ɔ r	ʃ k ɔ r	ʃ i k ʊ r	ʃ i k ɔ r	ʃ i k ɔ r	ʃ i k ɔ r	ʃ i k ɔ r	ʃ i k ɔ r	ɔ β	ʃ k ɔ r	ɔ q	a ŋ	a ŋ	ɔ β l a ʃ	ɔ β l a ʃ	ɔ β l a m ɔ q	ɔ β l a ʃ	o w	o w l a m ɔ q	o w l a m ɔ q	o w l a m ɔ q	o v l a ʃ	o v l a m ɔ q	ʃ i k ɔ r	ʃ i k ɔ r i	ʃ ɪ k ɔ r i	ʃ k ɔ r i	
tokill	w ʉ l t ə r u	w ʉ l t r uː	w ʉ l t r ʊ	w ø l t r ʊ	w ʉ l t ə r u	w ʉ l t r u	w ø l t r u	w ø l t r ʊː	w ø l t r ʊː	w ø l t r ʊː	w ø l t r ʊː	ø l t ɨ r yː	ø l t ɨ r yː	ø l t ɨ r yː	w ø l t ɨ r yː	ø l t ɨ r yː	ø l t ɨ r yː	ø l t ɨ r	ø l t ɨ r yː	ø l t ɨ r yː	ø l d ʉ r ʉ ʃ	ø l t ʉ r ə m	ø l d ʉ r ə t	ø l t ʉ r ʊː	ø l t ɨ r	w ø l t r ʊː	w ø l t r ʊː	w ø l t r ʊː	w ø l t ə r ʊː	w ø l t ə r ʊː	w ɔ l t ə r ʊː	w ø l t r ʊː	w ø l t r ʊː	w ø l t r ʊː	w ø l t r ʊː	w ø l t r ʊː	k u ʃ t a n	k ʊ ʃ t a n	k y ʃ t a n		k u ʃ t a n	k ʃ t a n	k u ʃ t a n	m e k ʃ a m	k ʃ t a n	k ʃ t a n	k u ʃ t a n	k u ʃ t a n	k u ʃ t a n	k ʉ ʃ t a n	k u ʃ t a n	k ə ʃ t a n	k ʃ t a n	k u ʃ t	k u ʃ t a n	k ʃ t a n	k ʃ t a n	k ʃ t a n	k ʃ t a n	k u ʃ t a n	k y ʃ t a n	k ʉ ʃ t a n	k ʉ ʃ t a n	k ʉ ʃ t a n	k u ʃ t a n	k ʉ ʃ t a n	k ʃ t a n	k ʉ ʃ t a n	k u ʃ t a n	k u ʃ t a n	w ø l t r ʊː	w ø l t r ʊː	w ø l t ə r ʊː	ʉ l d r i ʃ	ʉ l d ɨ r m ɔ q	ʉ l d ɨ r m ɔ q	ʉ l d ɨ r ɪ ʃ	w ʉ l d ə r i ʃ	w ʉ l d ɪ r m ɔ q	w ʉ l d ə r m ɔ q	w ʉ l d ɪ r ɪ ʃ	ʉ l d r i ʃ	ʉ l d ə r m ɔ q	a t x u j i m ʃ	t u x o j a k	t x ʊ j a k	t x ʊ j a k	
toknow	b l ʊ	b ɪ l	b ɪ l u	b ə l u	b ə lʲ u	b ɪ l u	b ɪ l u	b ɨ l ʊː	b ə l ʊː	b ɨ l ʊ	b ɨ l ʊ	b i l yː	b i l yː	b i l yː	b i l ʉː	b i l yː	b i l yː	b i l yː	b i l yː	b i l yː	b i l i ʃ	b i l ɛ m	b i l ɛ t	b i l ʊː	b i l yː	b ɨ l ʊ	b ɨ l ʊ	b ɨ l ʊ	b ɪ l e ʊ	b ɨ l ʊ	b ɪ l ʊː	b ɨ l ʊː	b ə lʲ ʊ	b ɨ l ʊ	b ɨ lʲ ʊ	b ɨ l ʊː	d o n i s t a n	d o n i s t a n	d ɔ n i s t a n	d ɔ n i s t a n	d ɔ n i ʃ t a n	d o n i s t a n	d u n i s t a n	mʲ e d o n a m	d ʊ n i s t a n	d u n i s t a n	d ʊ n i s t a n	d ʊ n i s t a n	d ʊ n i s t a n	d ɔ n i s t a n	f a h m i d a n	d ɔ n i s t a n	d u n i s t a n		d ɔ n i s t a n	d ɔ n i s t a n	f a h m i d a n	d ʊ n i s t a n	d ɔ n i s t a n	d ɔ n i s t a n	d ɔ n i s t a n	d ɔ n i s t a n	d ɔ n i s t a n	d ɔ n i s t a n	d ɔ n i s t a n	d ɔ n i s t a n	f a h m i d a n	f a h m i d a n	d ɔ n i s t a n	d ɔ n i s t a n	b ə l ʊ	b ə l ʊ	b ɨ l ʊ	b i l i ʃ	b i l i ʃ	b ɨ l m ɔ q	b i l i ʃ	b ɪ l m ɔ q	b ɪ l m ɔ q	b ɪ l i ʃ	b ɪ l m ɔ q	b i l i ʃ	b i l m ɔ q	a ɣ i r ɪ v i m	ɣ i r i f a k	ɣ ɪ r ɪ β a k	ɣ ɪ r ɪ β a k	ɣ ɪ r ɪ β a k
